BOOK_ID,Senti_S1,Senti_S2,Senti_S3,Senti_E1,Senti_E2,Senti_E3,S_count,Avg_S_len,Flesch,W_count,Noun_Cnt
pg1809,102.33774871450927,99.16666666666667,102.08659835242113,117.9805996472663,113.46912492269634,108.73396817146816,6077,12.982228073062366,77.57,78893,524
pg18239,105.56550047175047,106.39502599141153,97.19937794937795,110.1563006154843,109.7102211235734,110.02089737959304,4256,19.39144736842105,68.84,82530,806
pg18259,110.68394024276378,111.0267229254571,106.22023809523809,112.9889945735016,115.08027447089945,104.37158469945356,4872,15.419950738916256,70.26,75126,472
pg18280,106.61274331728879,109.90485092108469,115.11065915981646,105.48518550163286,108.56713139801374,120.46011904761905,4048,13.30953557312253,68.84,53877,280
pg1832,109.24152236652236,106.94309441989853,98.79072285738953,103.71711381896567,107.35047398589063,101.12321848623218,2590,16.513513513513512,74.93,42770,159
pg1833,109.14444444444445,111.40020633160876,106.09040008697544,109.13381185807656,108.12772817460316,108.54433221099889,885,16.90734463276836,74.73,14963,90
pg18336,109.87949921752738,112.14992559523809,111.58803644914757,114.09853294853293,104.22681677890012,108.72880591630592,4442,14.274425934263846,76.66,63407,547
pg1834,109.70581295581296,105.48542354235424,113.73712428233705,104.81521739130434,106.05533509700176,105.21016689072245,1104,13.943840579710145,76.96,15394,83
pg1835,109.99604377104377,104.07292824134929,103.46944444444443,104.64127940332759,110.25925925925925,107.71281179138322,1215,14.930864197530864,74.32,18141,72
pg1836,111.45162270856714,106.66020770010132,105.05426829268292,102.0234745413317,117.1382527269624,108.31394818463784,944,14.661016949152541,73.81,13840,88
pg18434,104.9849946115769,103.01373523595745,116.91869241869242,106.14441624786453,106.69265389082463,102.04084967320262,1232,15.896103896103897,85.62,19584,99
pg18443,104.10341375229015,106.85606060606061,117.00396825396825,105.33411413548399,108.41549295774648,105.84048445767196,5091,11.031035160086427,81.63,56159,420
pg18449,108.0289502164502,107.04044709184896,120.65728715728716,111.99887697336676,112.30390641104925,112.07497995831328,10142,16.75862748964701,68.74,169966,943
pg1846,108.21596244131455,104.26764984600806,107.76647426647426,124.70850293984621,121.88714125380793,110.54242943666021,6528,10.86611519607843,81.53,70934,588
pg18488,114.2524757948145,107.17279220779221,107.80113636363635,120.04962033187839,101.19266381766381,109.44399857321206,6709,13.076464450737815,78.48,87730,338
pg18489,116.81590825195475,111.3956093189964,118.52583309324882,117.4706670362158,114.21550996285039,119.40902629708599,3466,14.410271206001154,75.03,49946,332
pg1849,114.87274367047094,112.06752492946524,104.06465548340549,105.00370912342743,106.86709401709402,113.73822605965462,7363,10.339671329621078,80.62,76131,418
pg1851,125.90063193511469,118.30720127954642,114.30873717332051,115.96770065520063,112.07416944485911,104.11434450323338,3518,19.102330869812395,74.53,67202,207
pg18545,107.27010582010581,112.35830745341615,113.01912568306011,117.26040954659376,114.59038220551379,114.00732600732601,3315,14.910105580693816,77.57,49427,552
pg1857,113.1272546897547,103.80926964449691,105.33256337360814,110.10611689897405,104.57449494949496,107.0986895986896,5567,15.237111550206574,76.66,84825,260
pg18572,112.00642745361056,116.06094140601182,104.71346487650834,116.51384535005225,116.69461354617606,101.7624521072797,6484,17.91008636644047,68.91,116129,697
pg18705,106.38741496598638,105.47552166934189,112.68564291144936,102.34680549335722,101.85097597597597,97.4027293844367,5431,17.920824894126312,71.48,97328,428
pg18708,112.8824657345784,111.77873426267921,110.10144373331188,116.23272156084656,113.93263901959554,120.37173202614377,4333,17.770828525271174,73.41,77001,672
pg1875,105.11982660196946,114.95916389811738,113.58899433899434,120.20601851851853,108.19141581932278,109.41808486652236,812,19.997536945812808,72.9,16238,141
pg1878,98.53720238095238,108.1961714408523,102.50709325396825,103.09027777777777,107.74842357034137,107.43243243243244,5729,13.1513353115727,77.67,75344,364
pg18822,123.07228863478863,111.94212674692126,120.39703647416414,114.8522254001706,116.90391151246415,113.33772543246228,4700,19.837021276595745,69.04,93234,364
pg18829,106.97953966472484,112.22634763476347,97.50564414488466,113.6579391384079,101.4488984612747,104.07763664906523,3330,10.734234234234235,82.65,35745,240
pg1888,103.81056808688388,110.2835370136255,101.17154797022054,118.56308183959699,105.04331306990882,100.53301587301587,3371,18.151587066152477,65.29,61189,139
pg18894,108.14826388888889,110.64351851851852,106.38609446109446,109.25121753246754,109.69306668508796,106.94305365686945,6596,16.717556094602788,73.81,110269,315
pg1897,108.38559132573218,103.9217636620234,102.3431323198765,106.45347855454239,102.44078144078144,105.21269841269843,4612,16.769297484822204,80.96,77340,301
pg18984,110.5470130007167,116.44404206904207,103.9027292152292,100.6278659611993,103.62419341664624,110.70272492365515,4270,13.854332552693208,82.48,59158,418
pg19121,102.35649978041283,113.82858015000872,108.13945578231292,107.28292342578057,106.02994227994229,108.17145082331999,3161,23.007908889591903,62.82,72728,780
pg19147,107.5460927960928,109.64953449328449,110.00012664640325,105.76746031746032,119.08910533910533,100.97864967583277,1592,20.623115577889447,71.07,32832,199
pg19173,106.02278500554362,105.29443001443002,120.35730373230373,108.24053287981859,107.55834707620421,112.30047225501771,5373,15.258514796203238,76.96,81984,324
pg19204,112.64047619047619,112.74278993457077,106.43946053946054,109.41582491582491,110.99387164326188,116.32526629072682,1931,16.765924391506992,73.81,32375,266
pg19224,99.20990566037736,109.965227673561,108.5735153256705,99.2904953145917,103.38176823176823,108.87132991724829,1899,18.732490784623486,82.99,35573,178
pg19225,107.2403611345919,105.38637351993516,103.02568342151676,110.21097816041636,98.28606442577032,111.31134441882105,6833,13.21762037172545,79.4,90316,358
pg19257,105.54397007845284,120.74642857142857,108.77926536634402,112.74602081420264,107.49784853700517,115.15455944282476,497,17.24547283702213,70.87,8571,98
pg19259,117.11372086372087,99.7830703052222,114.169417989418,118.57532467532468,100.59214203518,124.70115523046556,3155,22.994928684627574,62.95,72549,236
pg19337,115.98425275030779,105.80664186001265,115.90025937494292,120.92137896825396,123.03026476890113,117.27547584690441,1973,14.863659401926,72.39,29326,266
pg19459,118.4409582841401,105.94091226234083,108.71905324207955,104.77119938884644,108.70640373838047,112.01554789517752,2284,26.243432574430823,56.83,59940,354
pg19472,103.09287122092002,104.6396142535383,106.98302469135803,110.90746753246754,103.28712292998009,104.48890162125457,678,21.061946902654867,68.33,14280,112
pg19510,106.10656415343915,111.937185443283,110.78126661350345,116.72596817102313,106.23568272005772,108.39766081871345,6406,13.984701842023103,78.99,89586,500
pg19512,110.4949835280024,119.31785714285714,124.86151368760065,109.36577634878606,111.31681270536693,103.87932098765431,6119,12.00621016505965,78.18,73466,421
pg1960,103.85053056699398,109.22471467926013,104.4394497698069,91.36814835727878,93.57849326599327,96.76656920077973,2678,12.935026138909635,79.5,34640,144
pg1963,113.79417773237996,105.71651785714286,106.41775321239606,97.69485903814261,109.15113871635612,104.26666666666667,2187,13.475537265660723,79.9,29471,116
pg19818,112.27799227799227,107.91435501632871,106.78864809888906,113.11904761904763,120.3567947646895,108.39006423683844,6922,16.767408263507658,81.77,116064,815
pg20235,116.21059996059995,110.13033347895733,113.86770300406664,106.39184145880574,117.63008023722308,106.86468253968253,1128,30.125886524822697,50.54,33982,314
pg20257,109.15371472663138,115.58006279434849,114.1583382324123,114.33865683865685,122.76775956284152,113.30233805233804,207,52.231884057971016,20.22,10812,774
pg20359,106.28691009283115,118.11273148148148,110.10670194003526,117.8086498790724,109.04390213611525,120.21091163738222,2336,22.10402397260274,66.41,51635,312
pg20424,103.18895255071725,98.80021555947482,118.09273158299132,117.16693954193956,104.45618034447821,107.17027822364902,6277,15.221602676437788,75.34,95546,363
pg20429,102.47187336473051,115.90818495230259,107.230980693006,111.25447513105742,108.31110932962784,109.37684320887446,5853,12.148641722193746,86.94,71106,285
pg20458,108.251337498979,105.66179851894137,111.09469696969695,114.6074646074646,111.29311220860517,101.00029178338002,6268,11.623803446075303,87.25,72858,265
pg20462,110.90449433967953,105.56248425296045,111.36344130675526,129.19882798080474,118.41793713532844,113.05707762557078,8915,17.552103196859225,74.02,156477,497
pg20610,108.86114941821464,112.43220551378445,105.96363164353819,116.84589220303505,111.34392747924858,112.06798225415247,5299,33.00811473862993,46.17,174910,1832
pg20615,102.62133024301166,102.87167874396135,100.89416248955723,117.93200714629286,111.18967981703831,118.47280949025134,1937,17.47392875580795,72.6,33847,299
pg20661,116.63348530901723,110.15670594837262,109.21061884669479,109.70456048581048,109.80027869733753,108.22650613275613,1068,21.720973782771537,62.11,23198,181
pg20835,105.69811274867456,110.29698581560284,109.15050264550263,105.09852575831957,114.18125996810207,115.07819823545628,3104,18.074420103092784,70.06,56103,255
pg20901,104.6427738927739,116.89935840742294,113.37097708688617,121.69288837199284,113.41369741369742,115.04890171556839,4431,13.258858045587903,76.35,58750,209
pg2097,105.369812583668,103.10561292790209,106.17334054834056,114.74181975989204,102.5815281461833,103.47167107583775,2924,14.747264021887824,75.64,43121,375
pg21067,108.89186048222193,110.7984390456918,105.27898242630384,120.37925170068027,111.65763634513635,108.13377123562309,2183,37.04718277599633,49.05,80874,230
pg21087,103.98578173034694,109.74531024531025,109.72231614539308,114.58809523809524,115.83095238095238,109.27777777777776,3474,23.224812895797353,39.0,80683,465
pg2147,110.16631835597353,115.50681326249507,112.01144830226464,108.21370781322237,102.57992530345473,105.44768335529204,3587,23.21577920267633,61.09,83275,756
pg2148,108.29327431827431,111.66793650793649,111.45382882882883,116.45386849090553,118.97678275290215,114.37962962962962,3891,22.633513235672062,61.8,88067,641
pg2149,116.90738025415443,109.66337655400156,103.0016339869281,106.04641842532467,113.68416119962512,116.31916099773242,3730,25.991152815013404,59.57,96947,563
pg2150,109.3926116838488,113.95804473304474,104.74911816578482,96.14285714285714,109.91298527443105,103.12978095562364,4079,19.310125030644766,64.14,78766,1147
pg2155,110.06246993746993,114.3918168168168,112.36275132275134,118.41233766233765,120.25257400257401,123.69528619528619,5129,17.05400662897251,73.31,87470,546
pg21578,105.59297769740807,107.98217938882495,119.00346523585961,117.12399389228658,100.22308902517236,96.12139508325949,6723,21.648222519708465,60.69,145541,842
pg21613,111.33377425044091,109.17013300708953,110.25402837902838,116.61141173641174,115.88165680473372,108.77119231530996,2628,17.597031963470318,66.98,46245,292
pg21641,122.00231481481481,115.40624498957833,106.35878935878935,105.6848544973545,110.05930335097001,106.20078130933395,9763,12.264775171566116,75.13,119741,470
pg21674,105.99123420617322,114.8087212413055,95.03022332964194,116.21664460135332,106.1012824321648,104.79871794871795,6343,17.973987072363236,71.48,114009,490
pg21689,111.56103618603619,106.96535409035408,102.55638711570916,101.1540008697543,104.77686828038941,99.28154077723043,5390,17.30018552875696,65.35,93248,442
pg21690,101.24457328385901,109.83809308436174,102.88097019578501,113.27959489070601,109.99867724867724,97.57232762896825,3177,16.48284545168398,69.55,52366,462
pg21767,116.72012307338395,116.9450997524392,116.74405181973991,114.29787865301884,110.61603009259258,103.33387692976734,9326,15.025412824361998,75.54,140127,488
pg21816,107.58196248196248,103.54307116104869,102.71467906419363,112.93338143338143,117.11792149292148,106.68266057374969,4872,19.096264367816094,57.23,93037,789
pg21821,113.78114132509735,112.41354575656901,103.38055109684323,112.07057721480797,99.44011544011543,106.10253529873783,3068,18.58800521512386,71.48,57028,715
pg21858,107.61812954619077,114.65370192222043,107.42444444444443,105.33551810237202,105.32911706349206,111.63119094167482,10184,15.333366064414768,66.07,156155,575
pg21867,100.19919913419915,106.92978850554609,110.56253529079616,112.3592903828198,113.07428177882724,109.26940243301001,6016,19.215425531914892,67.22,115600,402
pg21870,110.4203216374269,102.4519647019647,113.65015360983102,104.22454357236965,109.792723149866,108.04284709664455,1801,18.89505830094392,65.76,34030,338
pg21887,119.42311907501781,112.96432379349046,104.62759564283954,117.79400179400179,114.94749968824043,115.47095256835516,5530,17.651898734177216,73.1,97615,516
pg21932,104.59198646698647,116.8021164021164,119.18822055137845,112.78644407954752,114.10346976256068,107.79817927170869,3045,20.68669950738916,71.99,62991,209
pg21944,116.71218576744893,117.25274125737089,111.63716620458193,125.45143212951433,108.36189730811823,112.92084377610693,3093,14.932751374070481,74.83,46187,247
pg22158,108.55915886439142,114.27368927368929,108.7488127203317,122.79500686729602,114.48297166968054,115.60876623376623,8196,10.532332845290385,80.92,86323,714
pg22202,113.28186850872035,108.22892616642616,112.33579638752052,118.72274264897216,111.13136697465056,106.74045835562688,3247,16.22667077302125,71.07,52688,263
pg22205,117.17523448773449,121.92809901738472,112.8373727412189,113.13615143026907,106.5854119425548,107.26323781703529,4266,20.665260196905766,67.93,88158,308
pg22206,116.86191626409017,119.11392925006787,121.30080567580568,105.9045177045177,101.23846560846562,108.9186507936508,933,16.20257234726688,74.93,15117,170
pg22207,114.86449077238552,107.37657828282828,115.47896825396826,106.66462418300652,104.14169312169312,104.93761770244821,1609,13.97513983840895,77.77,22486,139
pg22208,113.25687680375181,104.12682291666667,112.29361841861842,108.82063492063492,101.46135265700482,100.5475623003713,663,13.83107088989442,75.13,9170,83
pg22214,108.18345795618522,114.54788345092084,109.70512440068892,102.79099130843316,105.44907407407406,113.77985209235209,10564,13.834721696327149,71.99,146150,553
pg22221,104.17718034653518,107.13672826576052,107.88219496552829,106.17644964684439,107.03119232189,111.87200577200578,6001,13.606398933511082,64.1,81652,638
pg22271,103.60571506806447,104.58117642591327,113.76283240568954,100.39323962516733,105.05990596032969,107.64165199879486,372,28.96505376344086,66.61,10775,95
pg22272,109.53522091603487,104.70431324741669,112.70528083028081,109.90978626848191,105.55120937263793,111.69012896825396,1513,19.237937871777923,72.6,29107,142
pg22273,113.26620507018235,105.47906602254429,114.81481481481481,107.39634146341463,110.12615596963423,121.99346405228756,819,17.285714285714285,70.77,14157,82
pg22274,103.79161361514302,102.21377131099354,101.60823170731707,111.09151785714285,107.30856009070295,97.74915674603176,1217,17.20706655710764,72.29,20941,153
pg22275,104.62553889868704,114.95997536945812,112.40251572327044,111.42929292929293,110.36783380018673,106.92882258388588,2469,18.162413932766302,68.84,44843,349
pg22276,102.38265865188943,103.997391070468,100.53199006875477,106.96216931216931,106.15981735159816,110.90458683473389,8970,16.93756967670011,72.29,151930,979
pg22476,100.76535994869329,111.02347883597884,110.36598124098124,110.98079004329004,106.501155001155,101.052059712774,618,18.176375404530745,74.02,11233,106
pg22532,113.52372143360516,116.09047619047618,122.41947536590393,102.96876901545575,103.72113997113996,109.9761764209816,2779,14.546239654551997,75.44,40424,269
pg22660,112.95333587980647,104.77771577380952,112.91565979625682,100.10059612518629,96.08984126984127,105.63894391860494,639,31.464788732394368,52.67,20106,251
pg22781,108.36064425770309,119.57116402116401,106.8015873015873,111.80203533026113,111.36845534233592,105.6111111111111,3084,13.109273670557718,85.93,40429,237
pg2287,109.95460888318031,106.08399702149703,95.86805555555556,120.3321839659049,112.81070584262073,112.86673199173198,7386,11.539940427836447,78.79,85234,388
pg22883,105.13979076479076,109.27480744713753,109.29292929292929,114.18602693602693,115.94629756208703,115.56869369369369,3661,17.927615405626877,72.6,65633,339
pg22961,104.94812994812995,99.0480278980279,106.76890756302522,113.72459827552419,103.40836940836941,102.33816964285714,11299,13.653420656695284,82.78,154270,528
pg23009,106.92545383286122,112.65145652958152,110.07601686507935,108.37338723368136,103.61619241192412,114.54890289449114,661,17.09984871406959,78.48,11303,102
pg23010,109.31417348084014,103.43518518518518,110.99249720317135,108.53051552709087,101.1134004884005,111.10945925419608,1192,16.41946308724832,69.72,19572,189
pg23012,108.56354617604617,104.64815566378066,103.3460179526356,93.47231129638537,118.67974720752498,122.09526064213566,1257,15.995226730310263,77.27,20106,135
pg23106,126.50909857104548,133.0619614030829,109.06229332010582,112.0717644424541,120.17391906873614,105.45593822492556,4577,19.14223290364868,70.26,87614,387
pg23118,104.68591691995948,96.82462877624168,106.01749445297833,114.97575493612078,109.51157860404435,102.737382987383,3178,32.011957205789805,49.72,101734,339
pg23157,110.10557584776335,115.31941649899396,108.31529581529583,107.28940338761768,99.3894634172412,100.83991912480283,4723,15.79271649375397,67.89,74589,391
pg23215,112.012025012025,108.68413430369952,107.71035646035645,110.0829156223893,106.7586841499885,113.96959962436154,5068,13.003354380426204,84.0,65901,305
pg23222,113.54935064935066,108.55018737481423,103.62065637065636,108.0739142896677,107.36453576864535,114.87100368767035,730,14.323287671232876,79.8,10456,81
pg23223,100.97601212769752,105.98146645021644,108.88806128512012,104.57457174288858,101.45393068469993,98.00980392156863,423,23.34988179669031,54.02,9877,61
pg23246,112.69875271599408,107.0548988048988,110.06274934216111,118.63225900116143,126.51041666666667,121.37284408712978,6921,12.010114145354718,88.16,83122,600
pg23420,113.79696969696971,110.25497172048897,109.72041847041847,105.71562696562697,118.58695299706534,104.78983382209188,735,13.468027210884355,78.48,9899,115
pg23606,110.70648714031066,108.83588823657317,112.03113553113553,109.59096818214465,121.78756745537567,115.3722478238607,5554,13.066618653222902,84.2,72572,345
pg23629,102.3351565851566,108.80683400420241,105.40287600188591,111.08675444925447,111.395202020202,106.01062467997953,797,21.28983688833124,68.23,16968,133
pg23630,105.90047436599161,104.1260957119166,105.92781557067272,98.8360433604336,104.23537005163513,114.68348982785604,648,24.876543209876544,66.2,16120,85
pg23631,105.59380767811,100.91648375099078,108.666832010582,106.07093866353125,106.90937615356219,106.50606909430438,1131,25.365163572060123,55.81,28688,157
pg23632,97.25574712643679,104.56352212602211,102.67341697850172,104.95234435451827,105.18970189701898,100.70337995337995,870,15.151724137931035,76.25,13182,84
pg23633,107.03703703703704,102.84920634920636,107.67511604861002,107.25174825174825,105.74794238683127,106.24504539061502,921,20.00542888165038,68.13,18425,121
pg23664,107.41005904526313,107.54085668000761,108.35345643939394,107.57552893116274,108.01080424498146,118.49618635332921,7005,18.580728051391862,71.58,130158,637
pg23736,104.85106489853324,104.32809744268077,98.55150072150072,112.36900051251904,100.96613218652692,104.01632509543903,4939,20.444826888034015,71.68,100977,992
pg23741,113.30636160714285,113.52677942212826,114.24148745519713,104.54333350718895,107.63317191283292,102.57316468253967,5308,19.0974001507159,73.81,101369,537
pg23745,115.24724049399373,112.03979432148445,113.38802566481138,103.0898569023569,92.99679979518689,106.43831168831169,4380,18.56461187214612,72.5,81313,716
pg23789,116.70176252319109,118.14626608219045,110.02924575424575,100.6475730388774,103.04092885671834,100.72227772227774,6921,15.813610749891634,70.57,109446,521
pg23797,117.3755291005291,117.8232490590738,117.01044226044226,118.64631122389741,116.9975879240585,119.92022582228768,7368,15.246742671009772,72.7,112338,308
pg24769,105.43671328671329,114.91582284254697,103.83961038961039,122.3294051627385,103.95344538863058,92.57974769338406,6509,13.913197111691504,74.73,90561,418
pg24920,116.9467787114846,109.48737373737374,110.18371212121212,113.3194073083779,99.96009227566604,101.57106782106781,3573,14.04170165127344,72.19,50171,410
pg25702,105.67950440364233,111.72017797017797,111.07323232323232,107.7202101497876,114.9215768799102,116.88560387424023,7591,12.604268212356738,81.43,95679,434
pg25730,98.77627627627628,104.94444444444444,102.2900429387771,95.55555555555556,105.3980364873222,109.78294128896539,4601,24.969137144099108,55.51,114883,438
pg26259,110.97816621363133,115.9066904020175,113.1426749817839,115.18338143338143,108.8877217553688,115.78335301062572,6522,14.486813860778902,74.63,94483,552
pg26277,98.06064993564993,109.93465055965055,106.60906342334913,121.34087043908472,133.05390337953366,127.02892733303179,4406,21.187017703132092,70.57,93350,982
pg26306,100.42046783625732,100.43292258423837,108.37854308390023,109.13690476190476,108.38603003925584,100.90395480225989,4869,14.1353460669542,72.7,68825,195
pg26482,115.45445041816009,109.95927318295739,111.37021801727684,121.39875166761959,118.04834054834055,108.30247067747068,7661,15.188095548883958,75.44,116356,427
pg2675,112.30982905982907,116.37193152454779,108.0071298300465,112.6714257964258,115.32201999389497,99.66111111111111,7122,21.25428250491435,64.68,151373,3643
pg26768,109.17235438497121,112.21533189033188,120.93104388836096,115.71480859964008,110.13531896344398,104.83333333333333,5119,19.055088884547764,71.68,97543,846
pg26828,110.1774446404076,116.2600005358626,110.3000668440229,115.12897577656614,107.28902561772932,109.96597086323115,11381,13.413671909322556,74.12,152661,605
pg26847,103.33051801801803,110.39795918367348,112.48744223427767,107.88421437717213,113.72798602912239,106.96334958993188,4061,15.772716079783304,85.02,64053,383
pg2684,103.86947727678064,99.89011968423733,102.53502141597379,108.86975085392807,102.45101673549951,103.95180528691166,7081,13.380031069058044,79.4,94744,736
pg26925,102.89282033159583,103.50192901234567,106.4852362914863,105.26068924217071,113.25723290397202,100.35633680555556,2306,11.414570685169124,85.32,26322,210
pg2701,121.10337552742617,108.20813492063492,110.04552218614718,100.762987012987,106.26991748470623,100.25603655603656,9469,21.733129158306053,67.22,205791,1914
pg27323,114.7375802738398,113.17789682539683,117.67857142857143,115.78561314075333,114.21039377289377,94.26221830295904,4607,12.924679835033645,77.47,59544,371
pg27507,103.17604568489524,106.49842079689019,98.7053391053391,115.07523694739604,101.21462891462892,106.23269734380844,7764,20.615404430705823,64.88,160058,693
pg27549,113.77637987012986,108.06065220671961,98.97520719202136,109.91414835164835,102.66781411359725,93.40176174036934,4765,15.453515215110178,64.34,73636,416
pg27709,108.75128205128206,105.40912698412698,114.74078044596911,99.6482683982684,110.47450490122903,105.32060755336619,730,8.442465753424658,87.82,6163,199
pg27838,113.51980930461943,105.19209956709956,103.70056717973384,109.00846702317291,98.93959435626101,101.7378277153558,1626,15.099015990159902,73.92,24551,124
pg27857,106.62864439853077,107.65220700152207,101.53897423714497,104.49970963995354,108.3609407567741,107.75496031746033,6146,10.837780670354702,79.4,66609,272
pg27909,107.20285336356766,103.82050991644014,103.73312832154295,107.93941798941799,114.39450364450363,106.7117435515873,3791,31.05803218148246,54.73,117741,289
pg28229,108.27501561456785,111.22503607503606,100.31676521310669,112.17229153275665,107.27132140735081,108.95045491231932,5559,13.812915992084907,77.27,76786,740
pg28236,119.71040189125294,118.58956916099773,115.41207441207442,130.22548885934714,122.88537712287713,131.64849624060147,4321,17.162462392964592,67.28,74159,451
pg28301,110.01705683744518,117.31840244236938,108.86518767970381,114.7473331445294,121.71083854417188,113.62517532972079,5563,17.55563544849901,72.6,97662,525
pg28459,108.94715007215008,107.75330687830689,112.9298360369789,128.67828833974667,116.25548183700359,107.30992350452577,7052,16.45051049347703,67.72,116009,775
pg28463,119.52297979797979,112.39399092970521,113.13330928330927,114.67719780219781,111.70998609233904,116.13401234567901,10225,17.625036674816627,69.75,180216,608
pg28465,112.30045600111389,112.95222448234496,116.06459435626103,106.83822871572872,113.08718371837183,99.28752504237941,4624,12.47469723183391,78.89,57683,514
pg28509,106.32431932102983,107.93526440879381,115.07205204216073,108.54906204906204,112.55143738375446,100.957205988456,4369,16.490959029526206,77.06,72049,400
pg2852,114.68756278882861,105.78618474881361,112.16580086580086,109.86330973830974,108.76684177245974,101.4803467268256,3793,15.0506195623517,74.02,57087,294
pg28717,108.52606382978722,112.35596187438293,103.89868394615229,120.27289377289378,115.87664537359659,114.87657294915358,6120,22.612254901960785,64.68,138387,670
pg28925,110.39229024943312,116.72072285353536,104.78687284937284,131.2670672610971,110.41013993316623,114.2564539119417,11813,16.232286464065012,72.29,191752,747
pg29042,112.96304312970979,107.67057569296374,101.23192239858906,115.28473510616368,109.0827922077922,104.3825222396651,1844,13.931670281995661,71.99,25690,552
pg29071,109.72948110448111,110.06313131313132,104.85187465790915,111.25063852813852,122.81388560934015,119.07413419913419,3506,21.393325727324587,70.47,75005,974
pg2911,102.62828144078145,99.16962174940899,104.11008230452674,87.24400871459694,103.23124057315233,109.03592386055072,1905,6.197900262467192,94.76,11807,148
pg2919,101.06535303776683,99.55736900494965,100.0,99.9821568298681,101.20672123015872,100.0,374,4.545454545454546,88.23,1700,59
pg29207,114.9164709404071,113.34664244485673,109.77202451228425,126.05707481317239,125.87073744968482,112.91097308488614,4363,18.157460462984186,73.81,79221,338
pg29219,110.02567783094099,108.37532121403089,104.01985527956401,118.42412349555207,112.93578475787778,104.01118771489142,4595,15.177801958650708,73.81,69742,552
pg29274,98.86782284930433,104.50777617444285,106.56694558828706,104.39530659214205,99.66008297258297,110.60305300192941,3454,18.595251881876084,72.8,64228,325
pg29315,105.61507936507937,112.37514029180696,114.48355424644086,111.00183381433382,115.60540674603175,114.42737938390113,5039,14.726533042270292,70.26,74207,573
pg29323,114.56646708270084,114.75372963263588,114.27231073622825,112.95327269484572,104.58041729512317,110.88177083333332,2413,34.46995441359304,43.74,83176,782
pg29366,114.8759936871639,112.99160833973917,110.13929158696601,123.24184204134698,109.30460263007433,104.07938752424046,10980,12.716848816029144,78.18,139631,381
pg29400,108.38493823249922,107.93475152298682,107.89138249664565,106.11558238318801,102.85714285714285,102.1217757936508,4766,21.449013848090644,70.47,102226,519
pg29570,108.96335514233242,123.83032508032508,120.73902288188,110.8194377638822,104.06296296296296,108.6004377104377,4049,13.325265497653742,78.38,53954,461
pg29646,106.00925925925925,108.62224788384583,97.10363408521303,101.16750208855471,105.09407883003388,98.57541464022945,3536,20.232183257918553,71.07,71541,259
pg29657,111.61390692640694,104.29948839039749,109.15581059767105,125.34587585034014,110.37598204264872,103.9916351010101,3730,16.106166219839142,74.93,60076,625
pg29671,108.53458393458394,105.2186105238431,101.84735283873214,104.23593073593074,102.8510101010101,101.64510857281941,4366,16.400137425561155,65.35,71603,314
pg29695,105.22247794399692,104.78518821603929,110.8583467094703,116.70276543631806,97.40470177970178,108.80762319441564,6969,13.179365762663222,80.51,91847,449
pg29697,103.84701298701297,99.73396164021165,101.30475040257649,108.62827413814256,106.69029581529581,105.45790283790284,6906,13.469157254561251,75.54,93018,438
pg29699,106.497224997225,121.34455750435131,116.40457025613276,120.2595357398507,126.21152703505645,119.551917989418,3499,17.553586739068304,73.61,61420,281
pg29715,114.58471277399849,114.95514551455143,111.72705853174602,131.94059177068885,114.4487932159165,105.139221158958,3396,17.361896348645466,70.77,58961,350
pg29726,112.5787272088642,106.48029591691564,108.12388167388167,110.99967673019621,111.47484045164458,108.04724541331683,7289,14.890382768555357,62.11,108536,1030
pg29729,103.1104292532864,108.12542215467747,116.81638252008622,120.75407192388326,110.29834884145228,107.91975490839127,2543,15.690916240660638,74.73,39902,253
pg29743,113.05844948702091,116.69961655074015,112.47713243546578,102.58387445887448,105.3170538381806,103.17311668431071,3976,22.709758551307846,67.12,90294,777
pg29753,111.03010625737899,113.6898815470244,116.80674418174416,118.78771805752004,110.28435786435786,115.76358826358826,5128,17.740834633385337,73.61,90975,553
pg29760,107.42972883597884,121.38908447643387,110.98393547467622,126.95334182951005,111.14434878479823,114.61491628614917,5090,13.914538310412574,76.86,70825,539
pg29766,106.64689634860089,113.51763725405029,108.93099716375578,115.53914320003429,109.12242291552636,105.35189313174389,5087,15.240613328091213,77.47,77529,403
pg29808,110.90548340548341,113.4103004838299,108.45354132582395,113.53052146630127,109.47410511823776,107.28358585858587,1159,15.60569456427955,76.45,18087,137
pg29847,109.61851851851851,105.19515151515151,118.6508858425525,112.63603011244521,107.96376528753578,117.14351851851852,8274,10.011844331641287,83.96,82838,728
pg29851,101.19904474610357,99.78163496476749,100.6292093161252,123.95892560829003,111.98881313131312,106.23309039764737,3104,16.74742268041237,84.0,51984,407
pg29860,108.17779174230786,109.27539682539683,108.0815165423599,113.30632927014506,112.34195174743955,102.15576592082616,4620,13.193290043290043,69.31,60953,612
pg29862,111.81923051109098,114.08981025360336,118.88247338247338,108.96268536428111,97.39457182049776,103.98412698412697,5398,15.443127084105225,73.71,83362,259
pg29868,109.95423567977916,115.67484222604705,122.62513528138528,113.59904100529101,108.61381673881674,110.69799810471453,5448,11.402533039647578,90.6,62121,440
pg29880,112.84505772005772,112.08878467211801,121.48916197303295,106.8108504398827,102.55140692640691,103.1933170995671,8301,12.164438019515721,78.08,100977,1528
pg29890,102.56468989478698,104.76219124013242,103.38541666666667,109.8204898842654,100.25425885842552,102.03360768175583,2632,20.855243161094226,61.9,54891,144
